"Station.Id","Start.Date","Stop.Date","Rain.Total","Temperature.Dry.Bulb.Mean","Temperature.Dry.Bulb.Maximum","Temperature.Dry.Bulb.Minimum","Season","GDD","CGDD"
"HAV",2004-08-17,2004-08-17,16.4,6,12.6,3.9,"2004-2005",0,84.8
"HAV",2004-08-18,2004-08-18,17.6,11.6,13.5,10.1,"2004-2005",4.6,89.4
"HAV",2004-08-19,2004-08-19,0,8.1,13.4,2.6,"2004-2005",1.1,90.5
"HAV",2004-08-20,2004-08-20,0,7.1,14,1.4,"2004-2005",0.0999999999999996,90.6
"HAV",2004-08-21,2004-08-21,0.8,7.1,14,0,"2004-2005",0.0999999999999996,90.7
"HAV",2004-08-22,2004-08-22,0,13.2,16.3,6.4,"2004-2005",6.2,96.9
"HAV",2004-08-23,2004-08-23,0.2,5.9,14.2,NA,"2004-2005",0,96.9
"HAV",2004-08-24,2004-08-24,0,6.9,10.2,4.1,"2004-2005",0,96.9
"HAV",2004-08-25,2004-08-25,0,6.3,11.1,3.3,"2004-2005",0,96.9
"HAV",2004-08-26,2004-08-26,0,5.2,11.2,NA,"2004-2005",0,96.9
"HAV",2004-08-27,2004-08-27,0,5.8,11.1,3.1,"2004-2005",0,96.9
"HAV",2004-08-28,2004-08-28,0,5,9.9,0,"2004-2005",0,96.9
"HAV",2004-08-29,2004-08-29,0.2,6.5,10.2,4.6,"2004-2005",0,96.9
"HAV",2004-08-30,2004-08-30,0,6.9,10.8,0.9,"2004-2005",0,96.9
"HAV",2004-08-31,2004-08-31,0,4.8,13.2,NA,"2004-2005",0,96.9
"HAV",2004-09-01,2004-09-01,1.6,10.6,12.7,1.9,"2004-2005",3.6,100.5
"HAV",2004-09-02,2004-09-02,0,10.3,18.6,2.4,"2004-2005",3.3,103.8
"HAV",2004-09-03,2004-09-03,0,5.1,12.3,NA,"2004-2005",0,103.8
"HAV",2004-09-04,2004-09-04,0,6.5,14.1,0.2,"2004-2005",0,103.8
"HAV",2004-09-05,2004-09-05,0,11,17.3,4.1,"2004-2005",4,107.8
"HAV",2004-09-06,2004-09-06,0.2,5,12.5,NA,"2004-2005",0,107.8
"HAV",2004-09-07,2004-09-07,0,5.3,13.9,NA,"2004-2005",0,107.8
"HAV",2004-09-08,2004-09-08,0,5.8,13.7,NA,"2004-2005",0,107.8
"HAV",2004-09-09,2004-09-09,0,7.2,14.3,NA,"2004-2005",0.2,108
"HAV",2004-09-10,2004-09-10,0,11.6,14.4,5.8,"2004-2005",4.6,112.6
"HAV",2004-09-11,2004-09-11,0,14.2,19.1,10.4,"2004-2005",7.2,119.8
"HAV",2004-09-12,2004-09-12,0.2,15.8,20.5,12.3,"2004-2005",8.8,128.6
"HAV",2004-09-13,2004-09-13,3.2,12.6,17.1,7,"2004-2005",5.6,134.2
"HAV",2004-09-14,2004-09-14,0,9.7,17.5,1.6,"2004-2005",2.7,136.9
"HAV",2004-09-15,2004-09-15,0,9.7,15.1,4.6,"2004-2005",2.7,139.6
"HAV",2004-09-16,2004-09-16,0,13.4,19.4,5.9,"2004-2005",6.4,146
"HAV",2004-09-17,2004-09-17,0,10.9,16.3,3.2,"2004-2005",3.9,149.9
"HAV",2004-09-18,2004-09-18,0.2,12.3,18.4,6.8,"2004-2005",5.3,155.2
"HAV",2004-09-19,2004-09-19,0.2,5.4,13.5,NA,"2004-2005",0,155.2
"HAV",2004-09-20,2004-09-20,0,8.8,17.6,0.4,"2004-2005",1.8,157
"HAV",2004-09-21,2004-09-21,0,12.6,19.3,4.9,"2004-2005",5.6,162.6
"HAV",2004-09-22,2004-09-22,0,9,16.8,1.6,"2004-2005",2,164.6
"HAV",2004-09-23,2004-09-23,0,16.8,19.8,13.3,"2004-2005",9.8,174.4
"HAV",2004-09-24,2004-09-24,3.4,13.9,21.7,10,"2004-2005",6.9,181.3
"HAV",2004-09-25,2004-09-25,2.6,8.4,12.3,2.8,"2004-2005",1.4,182.7
"HAV",2004-09-26,2004-09-26,0,7.2,14,0.7,"2004-2005",0.2,182.9
"HAV",2004-09-27,2004-09-27,0,15.3,20,9.2,"2004-2005",8.3,191.2
"HAV",2004-09-28,2004-09-28,3.6,11.5,21.7,6.3,"2004-2005",4.5,195.7
"HAV",2004-09-29,2004-09-29,0.2,5.8,12.9,NA,"2004-2005",0,195.7
"HAV",2004-09-30,2004-09-30,0,12,17.2,6.4,"2004-2005",5,200.7
"HAV",2004-10-01,2004-10-01,0,12.3,19.4,8.2,"2004-2005",5.3,206
"HAV",2004-10-02,2004-10-02,0.4,6.9,12.7,1.2,"2004-2005",0,206
"HAV",2004-10-03,2004-10-03,0,10.1,12.7,5.4,"2004-2005",3.1,209.1
"HAV",2004-10-04,2004-10-04,0,12.9,14.7,11,"2004-2005",5.9,215
"HAV",2004-10-05,2004-10-05,0,11.7,19.5,2.5,"2004-2005",4.7,219.7
"HAV",2004-10-06,2004-10-06,0,12,19,4,"2004-2005",5,224.7
"HAV",2004-10-07,2004-10-07,4.8,12.5,15.9,8.4,"2004-2005",5.5,230.2
"HAV",2004-10-08,2004-10-08,11.6,13.4,15.6,11.8,"2004-2005",6.4,236.6
"HAV",2004-10-09,2004-10-09,3,13.6,15.9,12.3,"2004-2005",6.6,243.2
"HAV",2004-10-10,2004-10-10,4.8,13.3,18.4,8.6,"2004-2005",6.3,249.5
"HAV",2004-10-11,2004-10-11,0,11.1,17.8,5.2,"2004-2005",4.1,253.6
"HAV",2004-10-12,2004-10-12,0,13.8,19.4,7.5,"2004-2005",6.8,260.4
"HAV",2004-10-13,2004-10-13,0,20.1,24.5,10.3,"2004-2005",13.1,273.5
"HAV",2004-10-14,2004-10-14,0,20.8,28.3,12.9,"2004-2005",13.8,287.3
"HAV",2004-10-15,2004-10-15,0,19.9,25.5,15.2,"2004-2005",12.9,300.2
"HAV",2004-10-16,2004-10-16,0.4,17.1,24.5,9.4,"2004-2005",10.1,310.3
"HAV",2004-10-17,2004-10-17,21.2,13.7,18.5,8.5,"2004-2005",6.7,317
"HAV",2004-10-18,2004-10-18,0,10,12.4,7.5,"2004-2005",3,320
"HAV",2004-10-19,2004-10-19,0.2,9.1,16.8,3.1,"2004-2005",2.1,322.1
"HAV",2004-10-20,2004-10-20,1,7.8,16,0.3,"2004-2005",0.8,322.9
"HAV",2004-10-21,2004-10-21,0,11.6,19.8,3.8,"2004-2005",4.6,327.5
"HAV",2004-10-22,2004-10-22,0,12.8,17.4,8.1,"2004-2005",5.8,333.3
"HAV",2004-10-23,2004-10-23,0.6,15.3,18.2,12,"2004-2005",8.3,341.6
"HAV",2004-10-24,2004-10-24,0.4,17.2,22,12.5,"2004-2005",10.2,351.8
"HAV",2004-10-25,2004-10-25,0.6,12.9,15.7,11,"2004-2005",5.9,357.7
"HAV",2004-10-26,2004-10-26,0,15,20.1,9.9,"2004-2005",8,365.7
"HAV",2004-10-27,2004-10-27,0,14.4,18,10.6,"2004-2005",7.4,373.1
"HAV",2004-10-28,2004-10-28,0,14.6,19.4,11.3,"2004-2005",7.6,380.7
"HAV",2004-10-29,2004-10-29,2.2,18,22.4,11.9,"2004-2005",11,391.7
"HAV",2004-10-30,2004-10-30,0,10.4,19.8,2.3,"2004-2005",3.4,395.1
"HAV",2004-10-31,2004-10-31,0,10.7,15.4,5.2,"2004-2005",3.7,398.8
"HAV",2004-11-01,2004-11-01,0,12.3,18.1,4.8,"2004-2005",5.3,404.1
"HAV",2004-11-02,2004-11-02,0,12.5,18.2,4.8,"2004-2005",5.5,409.6
"HAV",2004-11-03,2004-11-03,0,13.4,19.5,5.7,"2004-2005",6.4,416
"HAV",2004-11-04,2004-11-04,0,14.1,19.6,8.1,"2004-2005",7.1,423.1
"HAV",2004-11-05,2004-11-05,0,17.7,23.9,15.1,"2004-2005",10.7,433.8
"HAV",2004-11-06,2004-11-06,0,16.2,20.6,13,"2004-2005",9.2,443
"HAV",2004-11-07,2004-11-07,0,15.5,18.5,10.4,"2004-2005",8.5,451.5
"HAV",2004-11-08,2004-11-08,0,16.1,21.5,8.9,"2004-2005",9.1,460.6
"HAV",2004-11-09,2004-11-09,0,17.4,25,8.2,"2004-2005",10.4,471
"HAV",2004-11-10,2004-11-10,0,18.1,23.9,12.9,"2004-2005",11.1,482.1
"HAV",2004-11-11,2004-11-11,0.2,13.8,17.1,9.7,"2004-2005",6.8,488.9
"HAV",2004-11-12,2004-11-12,0.6,16.1,18,14.7,"2004-2005",9.1,498
"HAV",2004-11-13,2004-11-13,0,16.8,21.7,10.7,"2004-2005",9.8,507.8
"HAV",2004-11-14,2004-11-14,7.4,17.6,20.4,13.8,"2004-2005",10.6,518.4
"HAV",2004-11-15,2004-11-15,0,16,21,7.9,"2004-2005",9,527.4
"HAV",2004-11-16,2004-11-16,0,15.7,24.5,8.4,"2004-2005",8.7,536.1
"HAV",2004-11-17,2004-11-17,0,13.9,20.2,6.8,"2004-2005",6.9,543
"HAV",2004-11-18,2004-11-18,0,15.1,22.2,7.6,"2004-2005",8.1,551.1
"HAV",2004-11-19,2004-11-19,0,14.6,19.1,8,"2004-2005",7.6,558.7
"HAV",2004-11-20,2004-11-20,0,17.2,24.9,8.9,"2004-2005",10.2,568.9
"HAV",2004-11-21,2004-11-21,0,17.3,23.5,11.1,"2004-2005",10.3,579.2
"HAV",2004-11-22,2004-11-22,0,14.7,19.9,7.6,"2004-2005",7.7,586.9
"HAV",2004-11-23,2004-11-23,0,17.3,20.9,10.5,"2004-2005",10.3,597.2
"HAV",2004-11-24,2004-11-24,4.4,14.4,20.6,10.6,"2004-2005",7.4,604.6
"HAV",2004-11-25,2004-11-25,2.6,12.5,17.5,7.7,"2004-2005",5.5,610.1
"HAV",2004-11-26,2004-11-26,0.2,9.1,14.1,6.6,"2004-2005",2.1,612.2
"HAV",2004-11-27,2004-11-27,1.6,13.2,18.7,6.3,"2004-2005",6.2,618.4
"HAV",2004-11-28,2004-11-28,0,15.4,21.3,10.5,"2004-2005",8.4,626.8
"HAV",2004-11-29,2004-11-29,0,18.4,26.6,12.3,"2004-2005",11.4,638.2
"HAV",2004-11-30,2004-11-30,0,17.3,22,13.1,"2004-2005",10.3,648.5
"HAV",2004-12-01,2004-12-01,0,19.5,25.5,13.9,"2004-2005",12.5,661
"HAV",2004-12-02,2004-12-02,0,21.1,31.7,12.6,"2004-2005",14.1,675.1
"HAV",2004-12-03,2004-12-03,0,16.8,23.9,10.8,"2004-2005",9.8,684.9
"HAV",2004-12-04,2004-12-04,22.6,14.9,19.9,10.4,"2004-2005",7.9,692.8
"HAV",2004-12-05,2004-12-05,11.2,11.8,15.3,9.6,"2004-2005",4.8,697.6
"HAV",2004-12-06,2004-12-06,0,12.3,20.9,4.5,"2004-2005",5.3,702.9
"HAV",2004-12-07,2004-12-07,0,14.1,20.5,6.2,"2004-2005",7.1,710
"HAV",2004-12-08,2004-12-08,5.4,13.1,18.6,6.7,"2004-2005",6.1,716.1
"HAV",2004-12-09,2004-12-09,1,12.8,20.4,4.9,"2004-2005",5.8,721.9
"HAV",2004-12-10,2004-12-10,0,13.1,22.8,3.9,"2004-2005",6.1,728
"HAV",2004-12-11,2004-12-11,0,10.7,19,3.1,"2004-2005",3.7,731.7
"HAV",2004-12-12,2004-12-12,0,15.4,21.4,8.5,"2004-2005",8.4,740.1
"HAV",2004-12-13,2004-12-13,0,17,20,13.9,"2004-2005",10,750.1
"HAV",2004-12-14,2004-12-14,0,15.4,22.9,8.8,"2004-2005",8.4,758.5
"HAV",2004-12-15,2004-12-15,4,18.3,20.8,15.8,"2004-2005",11.3,769.8
"HAV",2004-12-16,2004-12-16,1.8,15.9,23.8,8.4,"2004-2005",8.9,778.7
"HAV",2004-12-17,2004-12-17,0,16.6,21.5,11.2,"2004-2005",9.6,788.3
"HAV",2004-12-18,2004-12-18,8,10.1,16.5,4.4,"2004-2005",3.1,791.4
"HAV",2004-12-19,2004-12-19,0,11.1,15.6,5.1,"2004-2005",4.1,795.5
"HAV",2004-12-20,2004-12-20,0,13.5,19.6,8.9,"2004-2005",6.5,802
"HAV",2004-12-21,2004-12-21,0,15.6,23.1,8.3,"2004-2005",8.6,810.6
"HAV",2004-12-22,2004-12-22,0,14.2,21,7.3,"2004-2005",7.2,817.8
"HAV",2004-12-23,2004-12-23,1,15,21.8,7.8,"2004-2005",8,825.8
"HAV",2004-12-24,2004-12-24,7.2,14,20.5,11.1,"2004-2005",7,832.8
"HAV",2004-12-25,2004-12-25,1.2,12.1,15.9,7.6,"2004-2005",5.1,837.9
"HAV",2004-12-26,2004-12-26,0,13.9,18.4,5.7,"2004-2005",6.9,844.8
"HAV",2004-12-27,2004-12-27,0,15.3,22.7,8.4,"2004-2005",8.3,853.1
"HAV",2004-12-28,2004-12-28,0,17.5,21.3,10.7,"2004-2005",10.5,863.6
"HAV",2004-12-29,2004-12-29,6,19.9,25.7,16.2,"2004-2005",12.9,876.5
"HAV",2004-12-30,2004-12-30,7.2,18.5,20.9,15.9,"2004-2005",11.5,888
"HAV",2004-12-31,2004-12-31,0,17.9,23.4,11.7,"2004-2005",10.9,898.9
"HAV",2005-01-01,2005-01-01,3.4,16.7,23.3,10.5,"2005-2006",9.7,9.7
"HAV",2005-01-02,2005-01-02,0,17.1,24,11.6,"2005-2006",10.1,19.8
"HAV",2005-01-03,2005-01-03,0,16,19.7,10.6,"2005-2006",9,28.8
"HAV",2005-01-04,2005-01-04,0,19.2,23,15.4,"2005-2006",12.2,41
"HAV",2005-01-05,2005-01-05,0,21.8,25.2,18.8,"2005-2006",14.8,55.8
"HAV",2005-01-06,2005-01-06,0,21.3,30.5,14.9,"2005-2006",14.3,70.1
"HAV",2005-01-07,2005-01-07,0,17.9,22,12.9,"2005-2006",10.9,81
"HAV",2005-01-08,2005-01-08,0,18.2,28.1,7,"2005-2006",11.2,92.2
"HAV",2005-01-09,2005-01-09,5.4,17.2,22.4,13.9,"2005-2006",10.2,102.4
"HAV",2005-01-10,2005-01-10,11.6,13.3,15.8,11.3,"2005-2006",6.3,108.7
"HAV",2005-01-11,2005-01-11,0,14.7,19.5,12.2,"2005-2006",7.7,116.4
"HAV",2005-01-12,2005-01-12,0,15.9,19.5,10.3,"2005-2006",8.9,125.3
"HAV",2005-01-13,2005-01-13,0,17.5,24.8,8.1,"2005-2006",10.5,135.8
"HAV",2005-01-14,2005-01-14,0,17.9,26.4,10.5,"2005-2006",10.9,146.7
"HAV",2005-01-15,2005-01-15,0,18.9,25.6,10.9,"2005-2006",11.9,158.6
"HAV",2005-01-16,2005-01-16,0,19.1,26.5,11.6,"2005-2006",12.1,170.7
"HAV",2005-01-17,2005-01-17,0,24.1,31.8,15.9,"2005-2006",17.1,187.8
"HAV",2005-01-18,2005-01-18,0,18.9,26.7,10.1,"2005-2006",11.9,199.7
"HAV",2005-01-19,2005-01-19,0,13.4,18.9,6,"2005-2006",6.4,206.1
"HAV",2005-01-20,2005-01-20,0,16.8,21.3,10,"2005-2006",9.8,215.9
"HAV",2005-01-21,2005-01-21,0,18.4,27.5,9,"2005-2006",11.4,227.3
"HAV",2005-01-22,2005-01-22,0,19.6,25.8,10.2,"2005-2006",12.6,239.9
"HAV",2005-01-23,2005-01-23,0,19.8,25.6,13.5,"2005-2006",12.8,252.7
"HAV",2005-01-24,2005-01-24,0,21,26.8,15,"2005-2006",14,266.7
"HAV",2005-01-25,2005-01-25,0,20.2,24.4,16.4,"2005-2006",13.2,279.9
"HAV",2005-01-26,2005-01-26,0,16.6,21,12.5,"2005-2006",9.6,289.5
"HAV",2005-01-27,2005-01-27,0,16.4,20.6,9.4,"2005-2006",9.4,298.9
"HAV",2005-01-28,2005-01-28,0,16.3,21.5,10.6,"2005-2006",9.3,308.2
"HAV",2005-01-29,2005-01-29,0,18.1,20.8,16,"2005-2006",11.1,319.3
"HAV",2005-01-30,2005-01-30,1.2,18,21.1,14.4,"2005-2006",11,330.3
"HAV",2005-01-31,2005-01-31,3,18.9,21.2,17.5,"2005-2006",11.9,342.2
"HAV",2005-02-01,2005-02-01,2,19.4,21.4,18.1,"2005-2006",12.4,354.6
"HAV",2005-02-02,2005-02-02,0.6,20.1,22.2,19,"2005-2006",13.1,367.7
"HAV",2005-02-03,2005-02-03,0.2,20.7,24.5,19,"2005-2006",13.7,381.4
"HAV",2005-02-04,2005-02-04,0.6,21.6,25.1,19.9,"2005-2006",14.6,396
"HAV",2005-02-05,2005-02-05,0,21,23.8,18.1,"2005-2006",14,410
"HAV",2005-02-06,2005-02-06,0,20.7,24.9,16.5,"2005-2006",13.7,423.7
"HAV",2005-02-07,2005-02-07,0,20.9,24,18,"2005-2006",13.9,437.6
"HAV",2005-02-08,2005-02-08,0,20.5,26.6,14.2,"2005-2006",13.5,451.1
"HAV",2005-02-09,2005-02-09,0.4,21.7,25.2,19.4,"2005-2006",14.7,465.8
"HAV",2005-02-10,2005-02-10,0,21.2,24.6,17.1,"2005-2006",14.2,480
"HAV",2005-02-11,2005-02-11,4.8,22.9,30.2,16.9,"2005-2006",15.9,495.9
"HAV",2005-02-12,2005-02-12,0,19.3,26.5,10.2,"2005-2006",12.3,508.2
"HAV",2005-02-13,2005-02-13,0,18.6,24,12.1,"2005-2006",11.6,519.8
"HAV",2005-02-14,2005-02-14,0,17.3,26,8,"2005-2006",10.3,530.1
"HAV",2005-02-15,2005-02-15,0,14.7,21.8,6.1,"2005-2006",7.7,537.8
"HAV",2005-02-16,2005-02-16,0,16.9,26.8,7.5,"2005-2006",9.9,547.7
"HAV",2005-02-17,2005-02-17,0,20.1,25.2,14.4,"2005-2006",13.1,560.8
"HAV",2005-02-18,2005-02-18,0,16.8,23,8.7,"2005-2006",9.8,570.6
"HAV",2005-02-19,2005-02-19,0,15.6,22.3,8.1,"2005-2006",8.6,579.2
"HAV",2005-02-20,2005-02-20,0,18.4,24.6,12.9,"2005-2006",11.4,590.6
"HAV",2005-02-21,2005-02-21,0,17.3,22,11.7,"2005-2006",10.3,600.9
"HAV",2005-02-22,2005-02-22,0,16.3,21.4,10.5,"2005-2006",9.3,610.2
"HAV",2005-02-23,2005-02-23,0,19.1,24.9,12.9,"2005-2006",12.1,622.3
"HAV",2005-02-24,2005-02-24,0,18.9,25.4,12.1,"2005-2006",11.9,634.2
"HAV",2005-02-25,2005-02-25,0,19.1,24.7,13.4,"2005-2006",12.1,646.3
"HAV",2005-02-26,2005-02-26,0,18.8,23.4,14,"2005-2006",11.8,658.1
"HAV",2005-02-27,2005-02-27,0,22.1,28,17,"2005-2006",15.1,673.2
"HAV",2005-02-28,2005-02-28,0,16.2,23.8,9.6,"2005-2006",9.2,682.4
"HAV",2005-03-01,2005-03-01,0,11.4,19.9,3.2,"2005-2006",4.4,686.8
"HAV",2005-03-02,2005-03-02,0,14.7,20.7,9,"2005-2006",7.7,694.5
"HAV",2005-03-03,2005-03-03,0,18.4,26.7,12.4,"2005-2006",11.4,705.9
"HAV",2005-03-04,2005-03-04,0,16.8,24,7.8,"2005-2006",9.8,715.7
"HAV",2005-03-05,2005-03-05,0,16.4,24,9.9,"2005-2006",9.4,725.1
"HAV",2005-03-06,2005-03-06,0,23.3,28.9,15.6,"2005-2006",16.3,741.4
"HAV",2005-03-07,2005-03-07,0,17.1,25.6,9.2,"2005-2006",10.1,751.5
"HAV",2005-03-08,2005-03-08,0,19,25.8,11.4,"2005-2006",12,763.5
"HAV",2005-03-09,2005-03-09,0,19.6,27.7,11,"2005-2006",12.6,776.1
"HAV",2005-03-10,2005-03-10,1.4,20.9,28.1,11.8,"2005-2006",13.9,790
"HAV",2005-03-11,2005-03-11,0.6,11.8,14.6,5.5,"2005-2006",4.8,794.8
"HAV",2005-03-12,2005-03-12,0,11.8,19.1,4.1,"2005-2006",4.8,799.6
"HAV",2005-03-13,2005-03-13,0,14.5,19.9,8.8,"2005-2006",7.5,807.1
"HAV",2005-03-14,2005-03-14,2.4,16,20,12.9,"2005-2006",9,816.1
"HAV",2005-03-15,2005-03-15,6.8,16.1,19.3,12.7,"2005-2006",9.1,825.2
"HAV",2005-03-16,2005-03-16,7.2,17.3,20.8,15.4,"2005-2006",10.3,835.5
"HAV",2005-03-17,2005-03-17,41,17.7,18.4,15.7,"2005-2006",10.7,846.2
"HAV",2005-03-18,2005-03-18,2.2,18.7,22.9,16.5,"2005-2006",11.7,857.9
"HAV",2005-03-19,2005-03-19,0.4,17.8,21.8,15.8,"2005-2006",10.8,868.7
"HAV",2005-03-20,2005-03-20,2.2,18.2,22.2,15.7,"2005-2006",11.2,879.9
"HAV",2005-03-21,2005-03-21,5.4,19.2,23.5,17.2,"2005-2006",12.2,892.1
"HAV",2005-03-22,2005-03-22,2.4,17.7,22.9,14.9,"2005-2006",10.7,902.8
"HAV",2005-03-23,2005-03-23,0,18.3,22.1,15.4,"2005-2006",11.3,914.1
"HAV",2005-03-24,2005-03-24,4.2,19.2,21,18.1,"2005-2006",12.2,926.3
"HAV",2005-03-25,2005-03-25,0,18.9,22.7,12.9,"2005-2006",11.9,938.2
"HAV",2005-03-26,2005-03-26,1.2,18.9,24.8,13.7,"2005-2006",11.9,950.1
"HAV",2005-03-27,2005-03-27,0.6,15.5,21.1,9.9,"2005-2006",8.5,958.6
"HAV",2005-03-28,2005-03-28,2,15.2,22.3,7.8,"2005-2006",8.2,966.8
"HAV",2005-03-29,2005-03-29,3,17.8,23,15.1,"2005-2006",10.8,977.6
"HAV",2005-03-30,2005-03-30,0.6,16.1,20.9,9.5,"2005-2006",9.1,986.7
"HAV",2005-03-31,2005-03-31,0,14.7,21,8.4,"2005-2006",7.7,994.4
"HAV",2005-04-01,2005-04-01,0,14.9,21.1,8.8,"2005-2006",7.9,1002.3
"HAV",2005-04-02,2005-04-02,0,16.1,23.3,10,"2005-2006",9.1,1011.4
"HAV",2005-04-03,2005-04-03,0,13.9,20,6.8,"2005-2006",6.9,1018.3
"HAV",2005-04-04,2005-04-04,0,18.7,25.7,13.3,"2005-2006",11.7,1030
"HAV",2005-04-05,2005-04-05,0,12.9,19.4,6.8,"2005-2006",5.9,1035.9
"HAV",2005-04-06,2005-04-06,0,13.9,18.9,8,"2005-2006",6.9,1042.8
"HAV",2005-04-07,2005-04-07,0,17.6,25.6,13.5,"2005-2006",10.6,1053.4
"HAV",2005-04-08,2005-04-08,4,15.7,19.4,14.4,"2005-2006",8.7,1062.1
"HAV",2005-04-09,2005-04-09,5.4,14.7,18.9,11.2,"2005-2006",7.7,1069.8
"HAV",2005-04-10,2005-04-10,0,11.8,18.5,5.3,"2005-2006",4.8,1074.6
"HAV",2005-04-11,2005-04-11,16.8,15.9,17.8,11.4,"2005-2006",8.9,1083.5
"HAV",2005-04-12,2005-04-12,0.6,17.4,21.5,14.1,"2005-2006",10.4,1093.9
"HAV",2005-04-13,2005-04-13,0,12,15.6,9.9,"2005-2006",5,1098.9
"HAV",2005-04-14,2005-04-14,0,8.5,14.5,1.7,"2005-2006",1.5,1100.4
"HAV",2005-04-15,2005-04-15,0,11.7,17.5,6.7,"2005-2006",4.7,1105.1
"HAV",2005-04-16,2005-04-16,0,10.9,17.9,5,"2005-2006",3.9,1109
