"Station.Id","Start.Date","Stop.Date","Rain.Total","Temperature.Dry.Bulb.Mean","Temperature.Dry.Bulb.Maximum","Temperature.Dry.Bulb.Minimum","Season","GDD","CGDD"
"CLD",2012-08-30,2012-08-30,0,6.1,16.4,NA,"2012-2013",0,14.2
"CLD",2012-08-31,2012-08-31,0,12.1,17.8,3,"2012-2013",5.1,19.3
"CLD",2012-09-01,2012-09-01,0,11.4,15.8,5.9,"2012-2013",4.4,23.7
"CLD",2012-09-02,2012-09-02,3.6,8.6,10.8,6.3,"2012-2013",1.6,25.3
"CLD",2012-09-03,2012-09-03,0.8,8.3,13.2,3.8,"2012-2013",1.3,26.6
"CLD",2012-09-04,2012-09-04,0,9.8,14.7,5.2,"2012-2013",2.8,29.4
"CLD",2012-09-05,2012-09-05,0,15.5,17.8,10.7,"2012-2013",8.5,37.9
"CLD",2012-09-06,2012-09-06,10,14,19.2,7.1,"2012-2013",7,44.9
"CLD",2012-09-07,2012-09-07,5.8,13.9,19.3,7.8,"2012-2013",6.9,51.8
"CLD",2012-09-08,2012-09-08,7.2,7.1,14.4,1.4,"2012-2013",0.0999999999999996,51.9
"CLD",2012-09-09,2012-09-09,0,8.7,12.1,5.2,"2012-2013",1.7,53.6
"CLD",2012-09-10,2012-09-10,0.6,7.2,13.8,1.4,"2012-2013",0.2,53.8
"CLD",2012-09-11,2012-09-11,1.6,2.6,6.8,0.5,"2012-2013",0,53.8
"CLD",2012-09-12,2012-09-12,0,3.7,11.2,NA,"2012-2013",0,53.8
"CLD",2012-09-13,2012-09-13,0,11.1,14.9,1.3,"2012-2013",4.1,57.9
"CLD",2012-09-14,2012-09-14,0.8,9.8,18,5.2,"2012-2013",2.8,60.7
"CLD",2012-09-15,2012-09-15,1.4,7.5,8.7,5.6,"2012-2013",0.5,61.2
"CLD",2012-09-16,2012-09-16,0,9.2,15.7,3.3,"2012-2013",2.2,63.4
"CLD",2012-09-17,2012-09-17,0.4,3,10.3,NA,"2012-2013",0,63.4
"CLD",2012-09-18,2012-09-18,0,5.5,13.4,NA,"2012-2013",0,63.4
"CLD",2012-09-19,2012-09-19,0,9.3,17.1,2.7,"2012-2013",2.3,65.7
"CLD",2012-09-20,2012-09-20,0,6,10.3,0,"2012-2013",0,65.7
"CLD",2012-09-21,2012-09-21,0,8.2,15.6,1.1,"2012-2013",1.2,66.9
"CLD",2012-09-22,2012-09-22,0,8.9,16.9,1.5,"2012-2013",1.9,68.8
"CLD",2012-09-23,2012-09-23,0,8.6,17.9,0.1,"2012-2013",1.6,70.4
"CLD",2012-09-24,2012-09-24,0,12.9,17.3,5.4,"2012-2013",5.9,76.3
"CLD",2012-09-25,2012-09-25,0.2,14.1,19.4,9.2,"2012-2013",7.1,83.4
"CLD",2012-09-26,2012-09-26,7.8,7.8,10.9,4,"2012-2013",0.8,84.2
"CLD",2012-09-27,2012-09-27,0,8.2,16.1,0.4,"2012-2013",1.2,85.4
"CLD",2012-09-28,2012-09-28,0,10.6,19.5,3.4,"2012-2013",3.6,89
"CLD",2012-09-29,2012-09-29,0,12.3,20.7,6.2,"2012-2013",5.3,94.3
"CLD",2012-09-30,2012-09-30,0.2,11.6,17.7,4,"2012-2013",4.6,98.9
"CLD",2012-10-01,2012-10-01,1,7.8,14,0.6,"2012-2013",0.8,99.7
"CLD",2012-10-02,2012-10-02,0,13.4,19.4,3.2,"2012-2013",6.4,106.1
"CLD",2012-10-03,2012-10-03,0,11.5,17,6.4,"2012-2013",4.5,110.6
"CLD",2012-10-04,2012-10-04,0,13.3,17.4,8.1,"2012-2013",6.3,116.9
"CLD",2012-10-05,2012-10-05,2.2,10.7,18.9,3.9,"2012-2013",3.7,120.6
"CLD",2012-10-06,2012-10-06,0,7.1,11.5,1.5,"2012-2013",0.0999999999999996,120.7
"CLD",2012-10-07,2012-10-07,0,9.7,16.6,4.4,"2012-2013",2.7,123.4
"CLD",2012-10-08,2012-10-08,3.8,7.6,11.2,6,"2012-2013",0.6,124
"CLD",2012-10-09,2012-10-09,0.2,7.9,11.1,4.7,"2012-2013",0.9,124.9
"CLD",2012-10-10,2012-10-10,0,11.7,16.8,5.8,"2012-2013",4.7,129.6
"CLD",2012-10-11,2012-10-11,0,10.2,16.4,4.5,"2012-2013",3.2,132.8
"CLD",2012-10-12,2012-10-12,0,NA,15.1,6.3,"2012-2013",3.7,136.5
"CLD",2012-10-13,2012-10-13,13.4,NA,7.3,NA,"2012-2013",NA,136.5
"CLD",2012-10-14,2012-10-14,0,NA,15.9,4.2,"2012-2013",3.05,139.55
"CLD",2012-10-15,2012-10-15,0,NA,15.2,2.6,"2012-2013",1.9,141.45
"CLD",2012-10-16,2012-10-16,0,NA,16.9,6.6,"2012-2013",4.75,146.2
"CLD",2012-10-17,2012-10-17,0,NA,21.3,7.9,"2012-2013",7.6,153.8
"CLD",2012-10-18,2012-10-18,0.4,NA,12.3,2.3,"2012-2013",0.300000000000001,154.1
"CLD",2012-10-19,2012-10-19,0,NA,12.5,NA,"2012-2013",NA,154.1
"CLD",2012-10-20,2012-10-20,0,NA,16.8,2.3,"2012-2013",2.55,156.65
"CLD",2012-10-21,2012-10-21,0,NA,18.4,4.3,"2012-2013",4.35,161
"CLD",2012-10-22,2012-10-22,0,NA,10.8,2.7,"2012-2013",-0.25,160.75
"CLD",2012-10-23,2012-10-23,0,NA,14.3,2.8,"2012-2013",1.55,162.3
"CLD",2012-10-24,2012-10-24,0.8,NA,18.7,4,"2012-2013",4.35,166.65
"CLD",2012-10-25,2012-10-25,0.4,NA,17.1,0.3,"2012-2013",1.7,168.35
"CLD",2012-10-26,2012-10-26,2.4,NA,17.6,4,"2012-2013",3.8,172.15
"CLD",2012-10-27,2012-10-27,0,NA,21.2,6.1,"2012-2013",6.65,178.8
"CLD",2012-10-28,2012-10-28,0,NA,19.8,2.1,"2012-2013",3.95,182.75
"CLD",2012-10-29,2012-10-29,0,NA,24,2.5,"2012-2013",6.25,189
"CLD",2012-10-30,2012-10-30,0,NA,26,5.7,"2012-2013",8.85,197.85
"CLD",2012-10-31,2012-10-31,0,NA,23.4,6.1,"2012-2013",7.75,205.6
"CLD",2012-11-01,2012-11-01,0,NA,23.7,7.9,"2012-2013",8.8,214.4
"CLD",2012-11-02,2012-11-02,15.8,NA,23.2,2.2,"2012-2013",5.7,220.1
"CLD",2012-11-03,2012-11-03,0,NA,12,NA,"2012-2013",NA,220.1
"CLD",2012-11-04,2012-11-04,0,NA,16.9,4,"2012-2013",3.45,223.55
"CLD",2012-11-05,2012-11-05,0,NA,9.5,NA,"2012-2013",NA,223.55
"CLD",2012-11-06,2012-11-06,0,NA,15.7,NA,"2012-2013",NA,223.55
"CLD",2012-11-07,2012-11-07,0.2,NA,19.7,1.3,"2012-2013",3.5,227.05
"CLD",2012-11-08,2012-11-08,0,NA,23.8,2.9,"2012-2013",6.35,233.4
"CLD",2012-11-09,2012-11-09,0,NA,23.8,11.2,"2012-2013",10.5,243.9
"CLD",2012-11-10,2012-11-10,0,NA,21.5,8.6,"2012-2013",8.05,251.95
"CLD",2012-11-11,2012-11-11,8,NA,16.5,4.4,"2012-2013",3.45,255.4
"CLD",2012-11-12,2012-11-12,0,NA,17,2.3,"2012-2013",2.65,258.05
"CLD",2012-11-13,2012-11-13,0,NA,20.1,7.9,"2012-2013",7,265.05
"CLD",2012-11-14,2012-11-14,0,NA,19.2,8,"2012-2013",6.6,271.65
"CLD",2012-11-15,2012-11-15,0,NA,17.4,7.7,"2012-2013",5.55,277.2
"CLD",2012-11-16,2012-11-16,1.2,NA,20,6.6,"2012-2013",6.3,283.5
"CLD",2012-11-17,2012-11-17,3.6,NA,13.2,5.6,"2012-2013",2.4,285.9
"CLD",2012-11-18,2012-11-18,0,NA,16.2,0.3,"2012-2013",1.25,287.15
"CLD",2012-11-19,2012-11-19,0,NA,19.5,5.4,"2012-2013",5.45,292.6
"CLD",2012-11-20,2012-11-20,0,NA,19,1.1,"2012-2013",3.05,295.65
"CLD",2012-11-21,2012-11-21,0,NA,20.1,2.5,"2012-2013",4.3,299.95
"CLD",2012-11-22,2012-11-22,0,NA,25.4,10.4,"2012-2013",10.9,310.85
"CLD",2012-11-23,2012-11-23,0,NA,21.5,5.8,"2012-2013",6.65,317.5
"CLD",2012-11-24,2012-11-24,0,NA,22.4,5.1,"2012-2013",6.75,324.25
"CLD",2012-11-25,2012-11-25,0,NA,24.8,6.6,"2012-2013",8.7,332.95
"CLD",2012-11-26,2012-11-26,0,NA,22.4,2.7,"2012-2013",5.55,338.5
"CLD",2012-11-27,2012-11-27,0,NA,23.7,3.8,"2012-2013",6.75,345.25
"CLD",2012-11-28,2012-11-28,0,NA,24.3,8.5,"2012-2013",9.4,354.65
"CLD",2012-11-29,2012-11-29,0.2,NA,13.3,4.5,"2012-2013",1.9,356.55
"CLD",2012-11-30,2012-11-30,0,NA,15.2,4.8,"2012-2013",3,359.55
"CLD",2012-12-01,2012-12-01,0.4,NA,22.7,9.1,"2012-2013",8.9,368.45
"CLD",2012-12-02,2012-12-02,0,NA,25.8,4,"2012-2013",7.9,376.35
"CLD",2012-12-03,2012-12-03,0,NA,22.7,2.6,"2012-2013",5.65,382
"CLD",2012-12-04,2012-12-04,0.4,NA,23.4,9.4,"2012-2013",9.4,391.4
"CLD",2012-12-05,2012-12-05,0.4,NA,23.3,3.7,"2012-2013",6.5,397.9
"CLD",2012-12-06,2012-12-06,8,NA,16.4,8.7,"2012-2013",5.55,403.45
"CLD",2012-12-07,2012-12-07,0.2,NA,15.7,5,"2012-2013",3.35,406.8
"CLD",2012-12-08,2012-12-08,0,NA,20.7,8.3,"2012-2013",7.5,414.3
"CLD",2012-12-09,2012-12-09,0,NA,26.9,7.1,"2012-2013",10,424.3
"CLD",2012-12-10,2012-12-10,0,NA,24.1,10.2,"2012-2013",10.15,434.45
"CLD",2012-12-11,2012-12-11,0,NA,22,10.1,"2012-2013",9.05,443.5
"CLD",2012-12-12,2012-12-12,0,NA,20.6,6.2,"2012-2013",6.4,449.9
"CLD",2012-12-13,2012-12-13,0,NA,22,10.1,"2012-2013",9.05,458.95
"CLD",2012-12-14,2012-12-14,0,NA,25.5,9.8,"2012-2013",10.65,469.6
"CLD",2012-12-15,2012-12-15,0,NA,24.7,10.2,"2012-2013",10.45,480.05
"CLD",2012-12-16,2012-12-16,0,2,2.8,0,"2012-2013",0,480.05
"CLD",2012-12-17,2012-12-17,1,17.9,26,9.8,"2012-2013",10.9,490.95
"CLD",2012-12-18,2012-12-18,0.4,13.8,18.4,8,"2012-2013",6.8,497.75
"CLD",2012-12-19,2012-12-19,0,15.7,26.3,5.2,"2012-2013",8.7,506.45
"CLD",2012-12-20,2012-12-20,0,19.9,30.1,11.2,"2012-2013",12.9,519.35
"CLD",2012-12-21,2012-12-21,0,14.8,24.5,8.7,"2012-2013",7.8,527.15
"CLD",2012-12-22,2012-12-22,0,15.1,23.3,6.2,"2012-2013",8.1,535.25
"CLD",2012-12-23,2012-12-23,0,17.7,26.7,7.6,"2012-2013",10.7,545.95
"CLD",2012-12-24,2012-12-24,0,20.6,30.3,10.2,"2012-2013",13.6,559.55
"CLD",2012-12-25,2012-12-25,0,23.5,33.5,13.8,"2012-2013",16.5,576.05
"CLD",2012-12-26,2012-12-26,0,14,17.4,11,"2012-2013",7,583.05
"CLD",2012-12-27,2012-12-27,0,16.2,25.1,8.1,"2012-2013",9.2,592.25
"CLD",2012-12-28,2012-12-28,0,18.6,28,8.7,"2012-2013",11.6,603.85
"CLD",2012-12-29,2012-12-29,1.4,18.8,26.5,12.7,"2012-2013",11.8,615.65
"CLD",2012-12-30,2012-12-30,0.4,12.8,22.1,4.1,"2012-2013",5.8,621.45
"CLD",2012-12-31,2012-12-31,0,16.1,20.8,11.1,"2012-2013",9.1,630.55
"CLD",2013-01-01,2013-01-01,2,18,22.6,10.7,"2013-2014",11,11
"CLD",2013-01-02,2013-01-02,26.4,8.7,15.5,4,"2013-2014",1.7,12.7
"CLD",2013-01-03,2013-01-03,0,11.4,18.7,3.7,"2013-2014",4.4,17.1
"CLD",2013-01-04,2013-01-04,0,19,24.6,9.6,"2013-2014",12,29.1
"CLD",2013-01-05,2013-01-05,0,26.3,35.1,16.7,"2013-2014",19.3,48.4
"CLD",2013-01-06,2013-01-06,0,15.7,21.3,9,"2013-2014",8.7,57.1
"CLD",2013-01-07,2013-01-07,0,15.2,21.5,7.4,"2013-2014",8.2,65.3
"CLD",2013-01-08,2013-01-08,0,17.2,23.2,11.8,"2013-2014",10.2,75.5
"CLD",2013-01-09,2013-01-09,27.4,17.3,26,9,"2013-2014",10.3,85.8
"CLD",2013-01-10,2013-01-10,0.2,15.6,21,8.2,"2013-2014",8.6,94.4
"CLD",2013-01-11,2013-01-11,0,18.6,24.8,12.6,"2013-2014",11.6,106
"CLD",2013-01-12,2013-01-12,11.6,19.9,26.4,14.4,"2013-2014",12.9,118.9
"CLD",2013-01-13,2013-01-13,0,18.6,29.7,9.3,"2013-2014",11.6,130.5
"CLD",2013-01-14,2013-01-14,2,15,23.2,10.9,"2013-2014",8,138.5
"CLD",2013-01-15,2013-01-15,0,14.2,20.1,10.3,"2013-2014",7.2,145.7
"CLD",2013-01-16,2013-01-16,1.2,14.4,24.6,7.4,"2013-2014",7.4,153.1
"CLD",2013-01-17,2013-01-17,0,9.8,15.4,4,"2013-2014",2.8,155.9
"CLD",2013-01-18,2013-01-18,0,16.1,20.1,11.7,"2013-2014",9.1,165
"CLD",2013-01-19,2013-01-19,0,14.1,23.6,6.4,"2013-2014",7.1,172.1
"CLD",2013-01-20,2013-01-20,0,15.4,23.1,5.1,"2013-2014",8.4,180.5
"CLD",2013-01-21,2013-01-21,0,15,23.2,5.9,"2013-2014",8,188.5
"CLD",2013-01-22,2013-01-22,0,21.8,31,12,"2013-2014",14.8,203.3
"CLD",2013-01-23,2013-01-23,0.2,18,24.3,10.3,"2013-2014",11,214.3
"CLD",2013-01-24,2013-01-24,0,11.6,19.1,4.2,"2013-2014",4.6,218.9
"CLD",2013-01-25,2013-01-25,0,18.6,28.2,10.5,"2013-2014",11.6,230.5
"CLD",2013-01-26,2013-01-26,0,21.3,30.7,11,"2013-2014",14.3,244.8
"CLD",2013-01-27,2013-01-27,0,20.2,29.5,10.1,"2013-2014",13.2,258
"CLD",2013-01-28,2013-01-28,0,20.8,33,10.7,"2013-2014",13.8,271.8
"CLD",2013-01-29,2013-01-29,0,19.5,29.4,10.8,"2013-2014",12.5,284.3
"CLD",2013-01-30,2013-01-30,0,25.1,33.2,14.8,"2013-2014",18.1,302.4
"CLD",2013-01-31,2013-01-31,0,22.6,33.5,10.8,"2013-2014",15.6,318
"CLD",2013-02-01,2013-02-01,0,21.2,33.8,8,"2013-2014",14.2,332.2
"CLD",2013-02-02,2013-02-02,0,20.8,32.1,11.7,"2013-2014",13.8,346
"CLD",2013-02-03,2013-02-03,16.4,20.2,28.6,14.6,"2013-2014",13.2,359.2
"CLD",2013-02-04,2013-02-04,21.8,11.3,15.6,6.4,"2013-2014",4.3,363.5
"CLD",2013-02-05,2013-02-05,0,11,17.2,5.3,"2013-2014",4,367.5
"CLD",2013-02-06,2013-02-06,0,12.4,20,5.6,"2013-2014",5.4,372.9
"CLD",2013-02-07,2013-02-07,0,15.4,23,8.1,"2013-2014",8.4,381.3
"CLD",2013-02-08,2013-02-08,0,19.4,28.6,11.9,"2013-2014",12.4,393.7
"CLD",2013-02-09,2013-02-09,0,21.8,29,14.1,"2013-2014",14.8,408.5
"CLD",2013-02-10,2013-02-10,0,20.7,30.9,11.2,"2013-2014",13.7,422.2
"CLD",2013-02-11,2013-02-11,1.4,14.3,22.8,10.3,"2013-2014",7.3,429.5
"CLD",2013-02-12,2013-02-12,0,14.8,20.4,10.5,"2013-2014",7.8,437.3
"CLD",2013-02-13,2013-02-13,0,15.8,21.3,0,"2013-2014",8.8,446.1
"CLD",2013-02-14,2013-02-14,0,16.4,23.5,9.2,"2013-2014",9.4,455.5
"CLD",2013-02-15,2013-02-15,0.2,16.5,23.8,11.7,"2013-2014",9.5,465
"CLD",2013-02-16,2013-02-16,0,16.8,27.4,11.1,"2013-2014",9.8,474.8
"CLD",2013-02-17,2013-02-17,0,14.5,24.3,5.2,"2013-2014",7.5,482.3
"CLD",2013-02-18,2013-02-18,0,18.8,30.2,7.6,"2013-2014",11.8,494.1
"CLD",2013-02-19,2013-02-19,0,18.7,32,9.2,"2013-2014",11.7,505.8
"CLD",2013-02-20,2013-02-20,0,19.6,25.2,13.8,"2013-2014",12.6,518.4
"CLD",2013-02-21,2013-02-21,0,13.7,19.4,9.1,"2013-2014",6.7,525.1
"CLD",2013-02-22,2013-02-22,0,14.1,24,5.3,"2013-2014",7.1,532.2
"CLD",2013-02-23,2013-02-23,0,14.1,22.8,4.5,"2013-2014",7.1,539.3
"CLD",2013-02-24,2013-02-24,0,15.3,26.5,5.9,"2013-2014",8.3,547.6
"CLD",2013-02-25,2013-02-25,0,18.4,29.9,8.8,"2013-2014",11.4,559
"CLD",2013-02-26,2013-02-26,0,18,31.8,7.5,"2013-2014",11,570
"CLD",2013-02-27,2013-02-27,0,19.4,30.5,9.6,"2013-2014",12.4,582.4
"CLD",2013-02-28,2013-02-28,0,19,33.1,7,"2013-2014",12,594.4
"CLD",2013-03-01,2013-03-01,0,16.6,24.3,12.8,"2013-2014",9.6,604
"CLD",2013-03-02,2013-03-02,0,15.5,22.5,7.1,"2013-2014",8.5,612.5
"CLD",2013-03-03,2013-03-03,0,13.3,21.3,4.5,"2013-2014",6.3,618.8
"CLD",2013-03-04,2013-03-04,0,12.6,18.5,4.9,"2013-2014",5.6,624.4
"CLD",2013-03-05,2013-03-05,0,21.4,27.5,9.5,"2013-2014",14.4,638.8
"CLD",2013-03-06,2013-03-06,0,13.9,23.6,9.5,"2013-2014",6.9,645.7
"CLD",2013-03-07,2013-03-07,0,18.4,27.1,9.4,"2013-2014",11.4,657.1
"CLD",2013-03-08,2013-03-08,0,16.6,26.4,11.9,"2013-2014",9.6,666.7
"CLD",2013-03-09,2013-03-09,0,16.7,26.1,11.5,"2013-2014",9.7,676.4
"CLD",2013-03-10,2013-03-10,0,16.8,23.9,12.1,"2013-2014",9.8,686.2
"CLD",2013-03-11,2013-03-11,0,14.9,21.9,6.6,"2013-2014",7.9,694.1
"CLD",2013-03-12,2013-03-12,0,14.4,22.8,8.5,"2013-2014",7.4,701.5
"CLD",2013-03-13,2013-03-13,0,15.5,26.2,7.1,"2013-2014",8.5,710
"CLD",2013-03-14,2013-03-14,0,19.6,29.8,10.4,"2013-2014",12.6,722.6
"CLD",2013-03-15,2013-03-15,0,17.6,29.7,9.8,"2013-2014",10.6,733.2
"CLD",2013-03-16,2013-03-16,0,18.3,25.4,13.7,"2013-2014",11.3,744.5
"CLD",2013-03-17,2013-03-17,22.5,0.2,16.8,0.2,"2013-2014",0,744.5
"CLD",2013-03-18,2013-03-18,0,10.3,13.3,0,"2013-2014",3.3,747.8
"CLD",2013-03-19,2013-03-19,0,9.5,16.6,1.6,"2013-2014",2.5,750.3
"CLD",2013-03-20,2013-03-20,0,10.3,19.3,2.4,"2013-2014",3.3,753.6
"CLD",2013-03-21,2013-03-21,0,11.8,21.6,3.3,"2013-2014",4.8,758.4
"CLD",2013-03-22,2013-03-22,0,14.5,24.1,5.9,"2013-2014",7.5,765.9
"CLD",2013-03-23,2013-03-23,0,18.5,23.3,10.1,"2013-2014",11.5,777.4
"CLD",2013-03-24,2013-03-24,0,17,22.6,10,"2013-2014",10,787.4
"CLD",2013-03-25,2013-03-25,0,15.2,25.2,5.2,"2013-2014",8.2,795.6
"CLD",2013-03-26,2013-03-26,0,12.7,22.4,4.7,"2013-2014",5.7,801.3
"CLD",2013-03-27,2013-03-27,0,15,26.5,7,"2013-2014",8,809.3
"CLD",2013-03-28,2013-03-28,0,16.7,26.7,8.8,"2013-2014",9.7,819
"CLD",2013-03-29,2013-03-29,0,17.7,25.8,7.7,"2013-2014",10.7,829.7
"CLD",2013-03-30,2013-03-30,0,16.8,25.7,9.5,"2013-2014",9.8,839.5
"CLD",2013-03-31,2013-03-31,3.2,16.3,23.4,10.4,"2013-2014",9.3,848.8
"CLD",2013-04-01,2013-04-01,0,11.3,21.5,0.6,"2013-2014",4.3,853.1
"CLD",2013-04-02,2013-04-02,0,13.1,23.6,3.4,"2013-2014",6.1,859.2
"CLD",2013-04-03,2013-04-03,0.2,7.9,15.7,NA,"2013-2014",0.9,860.1
"CLD",2013-04-04,2013-04-04,0,10.2,17.2,1,"2013-2014",3.2,863.3
"CLD",2013-04-05,2013-04-05,0.6,5.3,14.5,NA,"2013-2014",0,863.3
"CLD",2013-04-06,2013-04-06,0,5.2,15.4,NA,"2013-2014",0,863.3
"CLD",2013-04-07,2013-04-07,0,9.2,16.6,1.2,"2013-2014",2.2,865.5
"CLD",2013-04-08,2013-04-08,0,11.4,15.8,4.8,"2013-2014",4.4,869.9
"CLD",2013-04-09,2013-04-09,0,5.4,14.8,NA,"2013-2014",0,869.9
"CLD",2013-04-10,2013-04-10,0,6.4,17.8,NA,"2013-2014",0,869.9
"CLD",2013-04-11,2013-04-11,0,13.5,21.3,4.8,"2013-2014",6.5,876.4
"CLD",2013-04-12,2013-04-12,0,9.4,19.3,1.3,"2013-2014",2.4,878.8
"CLD",2013-04-13,2013-04-13,0,8.8,19.5,1.1,"2013-2014",1.8,880.6
"CLD",2013-04-14,2013-04-14,0,14.7,22,2.4,"2013-2014",7.7,888.3
"CLD",2013-04-15,2013-04-15,0,13.4,24.3,3.2,"2013-2014",6.4,894.7
"CLD",2013-04-16,2013-04-16,0,11.6,19.4,3.9,"2013-2014",4.6,899.3
"CLD",2013-04-17,2013-04-17,0,8.6,15.1,2,"2013-2014",1.6,900.9
"CLD",2013-04-18,2013-04-18,0,8.5,17,0.7,"2013-2014",1.5,902.4
"CLD",2013-04-19,2013-04-19,0,8.9,14.7,1.4,"2013-2014",1.9,904.3
"CLD",2013-04-20,2013-04-20,1.8,7,10.2,5.1,"2013-2014",0,904.3
